sec_id,timestamp,side,price,quantity,trader_id,manager_id,exchange_id,commission,currency,order_type,clearing_id,order_status
4605516,2026-02-11 14:32:08.000000,BUY,331.1383,466,trader02,MGR03,ALL HOURS,0.0,USD,LIMIT,HZAZTYT0,CANCELLED
33771,2026-02-11 14:43:25.000000,SELL,80.2181,156,trader03,MGR01,XNAS,0.0,USD,LIMIT,3ILZXZWM,CANCELLED
4428506,2026-02-11 14:53:28.000000,SELL,108.5955,470,trader03,MGR01,MKT HOURS,0.0,USD,LIMIT,DIVWUL9J,CANCELLED
35701,2026-02-11 14:59:42.000000,SELL,607.4041,99,trader01,MGR04,XNAS,0.0,USD,LIMIT,MAAM7ZE7,CANCELLED
33152,2026-02-11 15:03:11.000000,SELL,110.2752,123,trader01,MGR04,MKT HOURS,0.0,USD,LIMIT,X1E7Y7KA,CANCELLED
4409,2026-02-11 15:09:51.000000,SELL,214.9376,19,trader01,MGR03,ALL HOURS,0.0,USD,LIMIT,H4GI5JVX,CANCELLED
33382,2026-02-11 15:11:11.000000,BUY,346.1368,241,trader02,MGR01,MKT HOURS,0.0,USD,LIMIT,FPFVDAV2,CANCELLED
33771,2026-02-11 15:15:12.000000,SELL,80.0471,219,trader01,MGR02,MKT HOURS,0.0,USD,LIMIT,PX8K83I4,CANCELLED
33008,2026-02-11 15:25:18.000000,BUY,250.064,69,trader03,MGR04,XNAS,0.0,USD,LIMIT,IS4Y6988,CANCELLED
39269,2026-02-11 15:38:39.000000,BUY,638.8921,456,trader02,MGR02,XNAS,0.0,USD,LIMIT,YB4J0GXY,CANCELLED
36672,2026-02-11 15:46:57.000000,SELL,377.5825,143,trader01,MGR04,ALL HOURS,0.0,USD,LIMIT,8BB24R8L,CANCELLED
34926,2026-02-12 09:09:12.000000,BUY,114.3615,433,trader03,MGR03,MKT HOURS,0.0,USD,LIMIT,SZG1WG02,CANCELLED
8126151,2026-02-12 09:32:58.000000,BUY,292.9463,124,trader01,MGR01,ALL HOURS,0.0,USD,LIMIT,RAXBY2DV,CANCELLED
8126151,2026-02-12 09:36:58.000000,BUY,295.9904,25,trader01,MGR04,MKT HOURS,0.0,USD,LIMIT,IG6G7CAH,CANCELLED
4605516,2026-02-12 09:38:07.000000,SELL,336.2741,230,trader02,MGR02,MKT HOURS,0.0,USD,LIMIT,L46CQIG0,CANCELLED
551023,2026-02-12 09:38:12.000000,SELL,103.1331,398,trader01,MGR03,MKT HOURS,0.0,USD,LIMIT,U7NO4Q4J,CANCELLED
7036662,2026-02-12 09:40:12.000000,SELL,117.0728,286,trader03,MGR01,XNAS,0.0,USD,LIMIT,ADQX92HS,CANCELLED
41966,2026-02-12 09:58:35.000000,BUY,222.1906,203,trader03,MGR03,MKT HOURS,0.0,USD,LIMIT,Z33CZDE5,CANCELLED
4605516,2026-02-12 10:01:03.000000,SELL,337.2044,421,trader01,MGR02,XNAS,0.0,USD,LIMIT,5ID8D1F3,CANCELLED
8126151,2026-02-12 10:05:15.000000,SELL,298.6434,245,trader01,MGR04,ALL HOURS,0.0,USD,LIMIT,8KLN4DIG,CANCELLED
35701,2026-02-12 10:06:07.000000,SELL,610.8055,384,trader02,MGR01,XNAS,0.0,USD,LIMIT,I5EIMBML,CANCELLED
3752951,2026-02-12 10:17:53.000000,SELL,106.6849,444,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,BELWD35F,CANCELLED
33382,2026-02-12 10:19:36.000000,BUY,345.8665,334,trader03,MGR04,MKT HOURS,0.0,USD,LIMIT,PKN6EKYV,CANCELLED
489240,2026-02-12 10:29:11.000000,BUY,263.1386,104,trader03,MGR03,XNAS,0.0,USD,LIMIT,JSLMZ0OB,CANCELLED
43374,2026-02-12 10:32:04.000000,BUY,219.0929,108,trader02,MGR01,ALL HOURS,0.0,USD,LIMIT,I9RQCOTI,CANCELLED
8126151,2026-02-12 10:37:21.000000,BUY,294.1901,331,trader01,MGR03,XNAS,0.0,USD,LIMIT,QZBTFJYC,CANCELLED
4605516,2026-02-12 10:44:48.000000,SELL,338.3231,107,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,4PVCQFHW,CANCELLED
3559296,2026-02-12 10:52:24.000000,BUY,173.9016,260,trader01,MGR02,ALL HOURS,0.0,USD,LIMIT,MOZTHFOD,CANCELLED
3559296,2026-02-12 10:58:32.000000,BUY,173.1088,442,trader01,MGR04,XNAS,0.0,USD,LIMIT,DI71VO59,CANCELLED
33771,2026-02-12 11:00:53.000000,BUY,79.5237,478,trader02,MGR03,XNAS,0.0,USD,LIMIT,IBCITQ7X,CANCELLED
34926,2026-02-12 11:05:37.000000,SELL,116.3138,472,trader01,MGR04,MKT HOURS,0.0,USD,LIMIT,6MQXPIBU,CANCELLED
551023,2026-02-12 11:10:46.000000,BUY,101.1571,472,trader01,MGR03,XNAS,0.0,USD,LIMIT,OCNDUQX0,CANCELLED
36574,2026-02-12 11:18:57.000000,SELL,151.0217,494,trader03,MGR01,MKT HOURS,0.0,USD,LIMIT,A61DPH1S,CANCELLED
41966,2026-02-12 11:37:48.000000,BUY,220.9951,205,trader03,MGR04,XNAS,0.0,USD,LIMIT,ZZAQWV6E,CANCELLED
39269,2026-02-12 11:42:17.000000,SELL,650.4803,415,trader02,MGR03,ALL HOURS,0.0,USD,LIMIT,EEH9UR5Y,CANCELLED
489240,2026-02-12 11:46:55.000000,BUY,263.3586,252,trader01,MGR03,XNAS,0.0,USD,LIMIT,UHP9XGT2,CANCELLED
64278,2026-02-12 11:47:39.000000,BUY,122.7218,67,trader03,MGR01,MKT HOURS,0.0,USD,LIMIT,0EIQY13Y,CANCELLED
551023,2026-02-12 12:03:51.000000,BUY,102.2015,214,trader02,MGR01,ALL HOURS,0.0,USD,LIMIT,CLDSS9NH,CANCELLED
4605516,2026-02-12 12:09:00.000000,BUY,335.51,10,trader03,MGR05,XNAS,4.7139,USD,MARKET,O05490GB,FILLED
64278,2026-02-12 12:10:48.000000,SELL,123.5334,428,trader01,MGR02,MKT HOURS,0.0,USD,LIMIT,AM5IC9X8,CANCELLED
33382,2026-02-12 12:24:01.000000,BUY,347.2534,329,trader02,MGR03,ALL HOURS,0.0,USD,LIMIT,4LL2OOY9,CANCELLED
551023,2026-02-12 12:36:37.000000,SELL,103.8812,423,trader01,MGR04,ALL HOURS,0.0,USD,LIMIT,C6H43XIK,CANCELLED
4428506,2026-02-12 12:49:06.000000,BUY,107.8991,367,trader02,MGR01,ALL HOURS,0.0,USD,LIMIT,B0V9V6P9,CANCELLED
36672,2026-02-12 12:53:01.000000,SELL,377.7823,151,trader03,MGR02,ALL HOURS,0.0,USD,LIMIT,CCR9WF5N,CANCELLED
64278,2026-02-12 13:09:23.000000,BUY,121.6625,245,trader01,MGR01,ALL HOURS,0.0,USD,LIMIT,5O8NQI69,CANCELLED
33771,2026-02-12 13:12:00.000000,SELL,79.74,54,trader03,MGR05,XNAS,2.8588,USD,LIMIT,E0UYUK5B,FILLED
33008,2026-02-12 13:13:38.000000,SELL,255.9895,483,trader02,MGR03,ALL HOURS,0.0,USD,LIMIT,7WOT9Q8C,CANCELLED
34926,2026-02-12 13:14:41.000000,SELL,115.7898,420,trader02,MGR01,XNAS,0.0,USD,LIMIT,EEXMEHY3,CANCELLED
4409,2026-02-12 13:20:41.000000,SELL,213.9399,373,trader01,MGR03,XNAS,0.0,USD,LIMIT,J66RVDQC,CANCELLED
33382,2026-02-12 13:26:45.000000,SELL,350.6423,487,trader02,MGR02,MKT HOURS,0.0,USD,LIMIT,VGIDS6WK,CANCELLED
7268636,2026-02-12 13:29:40.000000,BUY,291.656,202,trader02,MGR04,XNAS,0.0,USD,LIMIT,IUFO9AIR,CANCELLED
7268636,2026-02-12 13:33:58.000000,BUY,294.5792,316,trader02,MGR04,MKT HOURS,0.0,USD,LIMIT,INCTJ9P1,CANCELLED
4428506,2026-02-12 13:40:39.000000,SELL,108.5797,215,trader03,MGR04,MKT HOURS,0.0,USD,LIMIT,KYUUJY21,CANCELLED
41966,2026-02-12 13:42:23.000000,SELL,224.2155,165,trader02,MGR01,ALL HOURS,0.0,USD,LIMIT,KR5EPE6M,CANCELLED
33382,2026-02-12 14:02:21.000000,SELL,349.0928,90,trader01,MGR01,MKT HOURS,0.0,USD,LIMIT,4XSABCF9,CANCELLED
34909,2026-02-12 14:05:51.000000,SELL,196.7704,52,trader01,MGR02,XNAS,0.0,USD,LIMIT,3HJ7NZ0M,CANCELLED
36574,2026-02-12 14:06:03.000000,SELL,150.9808,253,trader01,MGR04,MKT HOURS,0.0,USD,LIMIT,1ZJ2GKNX,CANCELLED
7268636,2026-02-12 14:09:57.000000,BUY,291.1412,458,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,QMM4ZSTP,CANCELLED
34909,2026-02-12 14:10:49.000000,BUY,194.8198,169,trader02,MGR01,XNAS,0.0,USD,LIMIT,XUMEQGBR,CANCELLED
7268636,2026-02-12 14:11:14.000000,BUY,293.759,319,trader01,MGR04,XNAS,0.0,USD,LIMIT,WCM3MWYY,CANCELLED
489240,2026-02-12 14:12:09.000000,SELL,266.0793,428,trader02,MGR01,ALL HOURS,0.0,USD,LIMIT,9Y8KZRAV,CANCELLED
33008,2026-02-12 14:16:24.000000,SELL,255.5274,418,trader02,MGR03,ALL HOURS,0.0,USD,LIMIT,20PF1DHJ,CANCELLED
4579561,2026-02-12 14:16:52.000000,BUY,297.3688,51,trader03,MGR02,ALL HOURS,0.0,USD,LIMIT,LTQGCQBR,CANCELLED
3752951,2026-02-12 14:39:31.000000,BUY,104.4363,175,trader03,MGR02,ALL HOURS,0.0,USD,LIMIT,7X2YIW8D,CANCELLED
7268636,2026-02-12 14:40:33.000000,BUY,293.7499,276,trader01,MGR03,XNAS,0.0,USD,LIMIT,FY3FERXA,CANCELLED
550109,2026-02-12 14:49:33.000000,BUY,118.0986,226,trader01,MGR04,ALL HOURS,0.0,USD,LIMIT,VXNRJAUK,CANCELLED
40039,2026-02-12 14:55:41.000000,BUY,446.1297,259,trader03,MGR02,ALL HOURS,0.0,USD,LIMIT,NJSJUSAU,CANCELLED
551023,2026-02-12 14:57:14.000000,SELL,102.8253,98,trader01,MGR03,XNAS,0.0,USD,LIMIT,ZWOGC6K6,CANCELLED
4605516,2026-02-12 15:04:57.000000,BUY,333.8703,17,trader02,MGR04,XNAS,0.0,USD,LIMIT,9S29GN23,CANCELLED
34926,2026-02-12 15:06:52.000000,SELL,115.8765,310,trader01,MGR03,XNAS,0.0,USD,LIMIT,HW2FB92R,CANCELLED
35701,2026-02-12 15:07:08.000000,SELL,605.8297,386,trader02,MGR03,XNAS,0.0,USD,LIMIT,RCOU8VD4,CANCELLED
8126151,2026-02-12 15:10:54.000000,SELL,297.0214,330,trader03,MGR03,ALL HOURS,0.0,USD,LIMIT,CCJBB6ED,CANCELLED
33771,2026-02-12 15:18:05.000000,BUY,79.4313,389,trader03,MGR02,XNAS,0.0,USD,LIMIT,YLM5QDIF,CANCELLED
551023,2026-02-12 15:32:28.000000,BUY,101.1032,409,trader01,MGR04,MKT HOURS,0.0,USD,LIMIT,GEEB5DSN,CANCELLED
3752951,2026-02-12 15:34:17.000000,SELL,105.7828,327,trader01,MGR04,XNAS,0.0,USD,LIMIT,XZ15XVEZ,CANCELLED
550091,2026-02-12 15:39:00.000000,BUY,259.8443,454,trader02,MGR04,XNAS,0.0,USD,LIMIT,ICRILGJP,CANCELLED
35701,2026-02-12 15:42:05.000000,SELL,603.6432,12,trader02,MGR02,ALL HOURS,0.0,USD,LIMIT,71EUD6ZO,CANCELLED
4605516,2026-02-12 15:48:11.000000,SELL,338.1939,481,trader01,MGR04,ALL HOURS,0.0,USD,LIMIT,097TK4VF,CANCELLED
489240,2026-02-12 15:49:08.000000,BUY,260.7617,458,trader01,MGR01,XNAS,0.0,USD,LIMIT,HBVUDRBD,CANCELLED
7268636,2026-02-12 15:58:02.000000,SELL,298.3877,171,trader01,MGR01,MKT HOURS,0.0,USD,LIMIT,GD5WRL7W,CANCELLED
7268636,2026-02-13 09:03:00.000000,BUY,292.9493,457,trader03,MGR04,ALL HOURS,0.0,USD,LIMIT,3B4AXQKL,CANCELLED
34909,2026-02-13 09:07:50.000000,SELL,196.3175,355,trader03,MGR04,MKT HOURS,0.0,USD,LIMIT,E6FQJ3P0,CANCELLED
8126151,2026-02-13 09:21:06.000000,BUY,292.032,180,trader01,MGR01,MKT HOURS,0.0,USD,LIMIT,TUHDA78I,CANCELLED
36574,2026-02-13 09:23:40.000000,SELL,152.0308,376,trader02,MGR04,MKT HOURS,0.0,USD,LIMIT,M6EWVOL1,CANCELLED
43374,2026-02-13 09:24:22.000000,BUY,216.968,272,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,C6DLY5RZ,CANCELLED
4409,2026-02-13 09:31:17.000000,SELL,212.8668,202,trader02,MGR01,XNAS,0.0,USD,LIMIT,R4CXPVDQ,CANCELLED
33152,2026-02-13 09:36:44.000000,SELL,110.7284,52,trader03,MGR04,MKT HOURS,0.0,USD,LIMIT,GTJX5IST,CANCELLED
4409,2026-02-13 09:44:27.000000,BUY,210.9666,379,trader01,MGR02,MKT HOURS,0.0,USD,LIMIT,TKWLE8TG,CANCELLED
34926,2026-02-13 09:49:35.000000,SELL,116.6047,279,trader02,MGR01,ALL HOURS,0.0,USD,LIMIT,DWSUNZAF,CANCELLED
4428506,2026-02-13 09:53:11.000000,BUY,107.4426,483,trader01,MGR01,XNAS,0.0,USD,LIMIT,CJTBT6H1,CANCELLED
35701,2026-02-13 09:54:22.000000,BUY,600.1338,484,trader01,MGR04,MKT HOURS,0.0,USD,LIMIT,TFGAC840,CANCELLED
33152,2026-02-13 10:07:42.000000,SELL,110.4418,288,trader02,MGR03,ALL HOURS,0.0,USD,LIMIT,UFZ8UMN5,CANCELLED
36574,2026-02-13 10:22:13.000000,SELL,150.7967,210,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,KK7FTEZX,CANCELLED
36672,2026-02-13 10:23:59.000000,BUY,371.8899,460,trader02,MGR02,XNAS,0.0,USD,LIMIT,6W3UF525,CANCELLED
4428506,2026-02-13 10:26:22.000000,BUY,108.1227,275,trader01,MGR04,XNAS,0.0,USD,LIMIT,VIZ8YHM4,CANCELLED
4605516,2026-02-13 10:39:27.000000,BUY,334.8567,104,trader03,MGR03,ALL HOURS,0.0,USD,LIMIT,S1T2CNR3,CANCELLED
36574,2026-02-13 10:40:58.000000,BUY,148.539,447,trader02,MGR04,MKT HOURS,0.0,USD,LIMIT,YBQU29SQ,CANCELLED
35701,2026-02-13 11:03:23.000000,SELL,604.0454,369,trader02,MGR02,XNAS,0.0,USD,LIMIT,FICQRJ94,CANCELLED
33382,2026-02-13 11:08:21.000000,SELL,349.3546,109,trader03,MGR04,XNAS,0.0,USD,LIMIT,GO2SLOPZ,CANCELLED
550091,2026-02-13 11:09:57.000000,BUY,261.6125,348,trader03,MGR04,MKT HOURS,0.0,USD,LIMIT,V2VQJ24M,CANCELLED
550091,2026-02-13 11:16:29.000000,BUY,262.719,424,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,55K79VP7,CANCELLED
4605516,2026-02-13 11:33:00.000000,BUY,336.92,18,trader03,MGR05,XNAS,4.2577,USD,LIMIT,8YVO9WU1,FILLED
4579561,2026-02-13 11:33:15.000000,SELL,299.7589,346,trader02,MGR02,MKT HOURS,0.0,USD,LIMIT,IWSWBSB8,CANCELLED
550109,2026-02-13 11:43:42.000000,SELL,121.1505,277,trader03,MGR01,ALL HOURS,0.0,USD,LIMIT,4Q9TINZS,CANCELLED
33382,2026-02-13 12:01:56.000000,BUY,343.8941,41,trader02,MGR03,XNAS,0.0,USD,LIMIT,KNPJ2VGP,CANCELLED
3559296,2026-02-13 12:13:58.000000,SELL,175.4448,317,trader03,MGR01,MKT HOURS,0.0,USD,LIMIT,2HEHOT9P,CANCELLED
33771,2026-02-13 12:19:37.000000,BUY,78.5536,327,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,12ZXDWGO,CANCELLED
7036662,2026-02-13 12:24:46.000000,BUY,115.8326,411,trader02,MGR03,MKT HOURS,0.0,USD,LIMIT,SSNXJ5FW,CANCELLED
34909,2026-02-13 12:32:25.000000,BUY,192.4006,70,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,2RZVR3AD,CANCELLED
551023,2026-02-13 12:42:51.000000,BUY,101.5347,89,trader03,MGR02,MKT HOURS,0.0,USD,LIMIT,AT3Y4LK6,CANCELLED
36672,2026-02-13 12:46:51.000000,BUY,373.566,109,trader01,MGR03,MKT HOURS,0.0,USD,LIMIT,90A5VA0T,CANCELLED
39269,2026-02-13 12:47:19.000000,BUY,642.1985,193,trader01,MGR04,XNAS,0.0,USD,LIMIT,2S38O88T,CANCELLED
550109,2026-02-13 12:48:12.000000,SELL,119.9955,205,trader02,MGR01,MKT HOURS,0.0,USD,LIMIT,467JQM71,CANCELLED
4409,2026-02-13 13:02:59.000000,BUY,209.0636,83,trader03,MGR04,ALL HOURS,0.0,USD,LIMIT,65TAHGP0,CANCELLED
7036662,2026-02-13 13:08:14.000000,BUY,115.7344,332,trader01,MGR04,XNAS,0.0,USD,LIMIT,1ERBTAQS,CANCELLED
4605516,2026-02-13 13:13:35.000000,BUY,333.6607,218,trader01,MGR02,ALL HOURS,0.0,USD,LIMIT,AWKB62CG,CANCELLED
3559296,2026-02-13 13:14:12.000000,BUY,174.0459,322,trader02,MGR02,XNAS,0.0,USD,LIMIT,A6CTP8QL,CANCELLED
35701,2026-02-13 13:20:00.000000,BUY,597.95,16,trader03,MGR05,XNAS,4.2732,USD,MARKET,XCVXHM5N,FILLED
39269,2026-02-13 13:26:19.000000,BUY,644.4202,323,trader02,MGR01,MKT HOURS,0.0,USD,LIMIT,KSP9Q57M,CANCELLED
7268636,2026-02-13 13:27:43.000000,BUY,293.6175,416,trader03,MGR03,ALL HOURS,0.0,USD,LIMIT,2VM4WJLW,CANCELLED
8126151,2026-02-13 13:28:45.000000,SELL,297.1389,31,trader02,MGR02,XNAS,0.0,USD,LIMIT,RLEWAVQK,CANCELLED
33771,2026-02-13 13:42:01.000000,BUY,78.4963,254,trader02,MGR04,MKT HOURS,0.0,USD,LIMIT,PSYY42OF,CANCELLED
39269,2026-02-13 13:48:01.000000,SELL,654.4397,88,trader03,MGR02,ALL HOURS,0.0,USD,LIMIT,GDHG11LU,CANCELLED
7036662,2026-02-13 14:08:03.000000,BUY,116.6791,138,trader01,MGR01,ALL HOURS,0.0,USD,LIMIT,O934QBK6,CANCELLED
4579561,2026-02-13 14:15:42.000000,SELL,299.9645,371,trader03,MGR02,ALL HOURS,0.0,USD,LIMIT,OEHEM7C0,CANCELLED
33008,2026-02-13 14:29:27.000000,BUY,251.9224,341,trader01,MGR03,MKT HOURS,0.0,USD,LIMIT,TDRN93Q8,CANCELLED
3559296,2026-02-13 14:32:16.000000,BUY,172.7861,474,trader02,MGR04,ALL HOURS,0.0,USD,LIMIT,OX697VJO,CANCELLED
550091,2026-02-13 14:33:27.000000,SELL,265.7754,385,trader02,MGR02,MKT HOURS,0.0,USD,LIMIT,S60EYM9P,CANCELLED
64278,2026-02-13 14:35:52.000000,BUY,122.2786,115,trader03,MGR04,ALL HOURS,0.0,USD,LIMIT,3VON8DXZ,CANCELLED
35701,2026-02-13 14:42:43.000000,SELL,607.5554,229,trader02,MGR03,XNAS,0.0,USD,LIMIT,54O7ZG29,CANCELLED
8126151,2026-02-13 14:45:22.000000,BUY,291.9055,339,trader01,MGR01,MKT HOURS,0.0,USD,LIMIT,N91013JO,CANCELLED
43374,2026-02-13 14:49:01.000000,SELL,222.4401,485,trader03,MGR02,XNAS,0.0,USD,LIMIT,OPU7Y5TN,CANCELLED
43205,2026-02-13 15:09:41.000000,BUY,114.721,421,trader01,MGR03,ALL HOURS,0.0,USD,LIMIT,ABZWMQNW,CANCELLED
