trade_id,timestamp,price,quantity,side,trader_id,manager_id,exchange,order_type,fee_rate,settlement_status,venue_code,session_id,latency_ms,region_code,api_version,ip_hash,raw_msg_id
DOGEUSDT_00000183,2026-01-02 05:22:32.194867,0.127888,0.570803,SELL,wallet_DOG0047,,BINANCE,MARKET,0.000917,SETTLED,VC152,54d7a00ac28a,274,EU-CENTRAL,v2.3,9d35efe5,MSG522072844
DOGEUSDT_00001378,2026-01-02 06:21:01.942508,0.128711,2.077436,BUY,wallet_DOG0079,,BINANCE,MARKET,0.000996,SETTLED,VC903,ae5d10c2c186,436,US-WEST,v2.2,089eb05f,MSG330307626
DOGEUSDT_00000775,2026-01-02 07:25:34.506781,0.128332,0.022842,SELL,wallet_DOG0002,,BINANCE,STOP_LIMIT,0.000704,SETTLED,VC425,9f2aa26f063b,474,US-WEST,v3.0,884eb65c,MSG147589860
DOGEUSDT_00001039,2026-01-02 07:26:51.126247,0.128281,0.110148,BUY,wallet_DOG0093,,BINANCE,MARKET,0.001456,SETTLED,VC235,5f63903abde0,290,US-WEST,v2.3,b94eccfb,MSG898753549
DOGEUSDT_00001192,2026-01-02 08:06:15.749339,0.12832,1.365592,BUY,wallet_DOG0031,,BINANCE,MARKET,0.001189,SETTLED,VC664,49c78857f872,138,US-EAST,v2.3,29c0d096,MSG478561585
DOGEUSDT_00001712,2026-01-02 08:50:10.015030,0.128823,0.826281,BUY,wallet_DOG0098,,BINANCE,MARKET,0.000658,SETTLED,VC487,dbbeef3e3808,442,APAC-NORTH,v2.2,3605a920,MSG469371361
DOGEUSDT_00001340,2026-01-02 08:52:46.148381,0.128755,0.042132,BUY,wallet_DOG0003,,BINANCE,LIMIT,0.000762,SETTLED,VC706,803f5432725b,6,US-WEST,v2.3,f51b091f,MSG607919634
DOGEUSDT_00000412,2026-01-02 09:13:03.612897,0.129014,2.70072,BUY,wallet_DOG0046,,BINANCE,MARKET,0.001194,SETTLED,VC184,b2eccebbfa62,139,US-EAST,v3.0,45165726,MSG580253816
DOGEUSDT_00000924,2026-01-02 09:47:09.809787,0.130702,0.108338,BUY,wallet_DOG0059,,BINANCE,MARKET,0.001094,SETTLED,VC395,7ef4ff04ac36,149,EU-CENTRAL,v3.0,2576fe5f,MSG167480464
DOGEUSDT_00000442,2026-01-02 09:48:55.427079,0.130911,0.318607,BUY,wallet_DOG0050,,BINANCE,MARKET,0.000638,SETTLED,VC633,61c76c122eba,375,US-EAST,v2.1,aaecb345,MSG207182885
DOGEUSDT_00000399,2026-01-02 09:49:43.914758,0.132407,0.273328,SELL,wallet_DOG0067,,BINANCE,MARKET,0.000778,SETTLED,VC294,8e8ecd22683b,78,APAC-NORTH,v2.2,bab9d091,MSG791317848
DOGEUSDT_00000785,2026-01-02 09:49:53.294734,0.131955,0.147771,BUY,wallet_DOG0007,,BINANCE,LIMIT,0.001081,SETTLED,VC461,8a5b10841749,423,EU-CENTRAL,v2.2,c2788fae,MSG724747984
DOGEUSDT_00001431,2026-01-02 09:50:14.158373,0.134371,0.138164,BUY,wallet_DOG0080,,BINANCE,LIMIT,0.00123,SETTLED,VC901,c19f1c7b76ff,300,EU-CENTRAL,v2.1,ce995bac,MSG348051906
DOGEUSDT_00000639,2026-01-02 09:50:48.792329,0.133806,0.151415,SELL,wallet_DOG0045,,BINANCE,STOP_LIMIT,0.001349,SETTLED,VC210,9fd6300fd6e8,440,APAC-NORTH,v2.3,b80aa0cd,MSG737859338
DOGEUSDT_00000103,2026-01-02 09:52:32.253168,0.133071,1.110422,SELL,wallet_DOG0071,,BINANCE,MARKET,0.001301,SETTLED,VC829,e1b49c491a19,295,US-EAST,v2.2,24b00eb3,MSG146635299
DOGEUSDT_00001844,2026-01-02 09:53:46.746671,0.132944,0.105278,BUY,wallet_DOG0068,,BINANCE,MARKET,0.001336,SETTLED,VC192,e03989c71c66,314,US-EAST,v3.0,f1676604,MSG572520591
DOGEUSDT_00001146,2026-01-02 09:58:29.278491,0.132805,0.1536,BUY,wallet_DOG0093,,BINANCE,MARKET,0.001324,SETTLED,VC554,d1f93a583ef4,263,US-WEST,v2.1,6c69f473,MSG385943203
DOGEUSDT_00000414,2026-01-02 10:08:36.342540,0.133028,0.483454,BUY,wallet_DOG0086,,BINANCE,LIMIT,0.000711,SETTLED,VC606,ab78cf51b128,351,US-WEST,v2.3,b2f93379,MSG474956918
DOGEUSDT_00001447,2026-01-02 10:09:16.040995,0.132822,0.178644,SELL,wallet_DOG0024,,BINANCE,MARKET,0.000855,SETTLED,VC980,13db2683fa88,211,EU-CENTRAL,v2.3,8ad48995,MSG748155022
DOGEUSDT_00000206,2026-01-02 10:48:11.028938,0.13299,0.027568,SELL,wallet_DOG0018,,BINANCE,MARKET,0.001251,SETTLED,VC625,1bbbe6239d9c,292,US-WEST,v2.3,17f502a3,MSG429093881
DOGEUSDT_00000285,2026-01-02 11:08:48.413152,0.132682,0.111931,SELL,wallet_DOG0008,,BINANCE,MARKET,0.000648,SETTLED,VC728,d2fdc083419e,65,US-WEST,v2.3,d4ed8e59,MSG333841058
DOGEUSDT_00001693,2026-01-02 11:26:28.902741,0.132398,0.53258,SELL,wallet_DOG0016,,BINANCE,LIMIT,0.000685,SETTLED,VC208,2b34a518e589,416,US-EAST,v2.3,1489b3c7,MSG366194724
DOGEUSDT_00001711,2026-01-02 12:36:02.214156,0.131054,0.544891,SELL,wallet_DOG0011,,BINANCE,LIMIT,0.001316,SETTLED,VC764,0d980c914118,353,US-EAST,v2.1,63713ba9,MSG842945829
DOGEUSDT_00000695,2026-01-02 13:18:04.040781,0.131802,0.273964,SELL,wallet_DOG0029,,BINANCE,LIMIT,0.000621,SETTLED,VC723,e01331efc8dc,165,APAC-SOUTH,v2.3,510d5df9,MSG206181947
DOGEUSDT_00000082,2026-01-02 13:31:42.630159,0.132062,8.656481,BUY,wallet_DOG0055,,BINANCE,LIMIT,0.000946,SETTLED,VC941,ff2fc66020c7,465,APAC-SOUTH,v2.2,fc81b92c,MSG311991944
DOGEUSDT_00001554,2026-01-02 13:48:37.657871,0.132002,0.028373,SELL,wallet_DOG0039,,BINANCE,MARKET,0.000813,SETTLED,VC873,7d5388df41df,302,APAC-NORTH,v3.0,e377753c,MSG887593532
DOGEUSDT_00001244,2026-01-02 14:24:44.735107,0.130372,0.147686,BUY,wallet_DOG0021,,BINANCE,STOP_LIMIT,0.001044,SETTLED,VC514,faf20a68761b,19,US-EAST,v3.0,6ea0321e,MSG114253445
DOGEUSDT_00001006,2026-01-02 14:37:38.541754,0.130604,0.111386,BUY,wallet_DOG0083,,BINANCE,MARKET,0.000749,SETTLED,VC585,dbc271f6261d,312,EU-CENTRAL,v2.2,f0043cfb,MSG116661766
DOGEUSDT_00001854,2026-01-02 14:39:25.805796,0.133306,0.240927,BUY,wallet_DOG0036,,BINANCE,LIMIT,0.001461,SETTLED,VC747,3d5e56ef2540,175,US-WEST,v2.2,1fcb4411,MSG697716368
DOGEUSDT_00000609,2026-01-02 14:39:55.848145,0.133995,0.741036,BUY,wallet_DOG0049,,BINANCE,MARKET,0.001093,SETTLED,VC655,6f66e96b6cf0,50,US-EAST,v2.3,05b3b5f4,MSG312707814
DOGEUSDT_00000704,2026-01-02 14:42:07.595049,0.132999,0.087329,BUY,wallet_DOG0089,,BINANCE,LIMIT,0.001137,SETTLED,VC113,d0613c8459cf,45,US-EAST,v2.3,0356d08b,MSG177751915
DOGEUSDT_00001212,2026-01-02 14:43:10.674672,0.133488,0.115377,BUY,wallet_DOG0018,,BINANCE,LIMIT,0.000698,SETTLED,VC292,c1b5bc787f84,196,US-WEST,v3.0,f8334419,MSG842462425
DOGEUSDT_00000179,2026-01-02 14:48:00.855506,0.134199,0.022477,SELL,wallet_DOG0092,,BINANCE,MARKET,0.001419,SETTLED,VC715,91c2879f15c9,104,US-EAST,v2.2,0cff41e5,MSG865894875
DOGEUSDT_00000348,2026-01-02 14:50:17.386555,0.134881,0.219515,SELL,wallet_DOG0043,,BINANCE,MARKET,0.001133,SETTLED,VC299,af85a75743ea,166,EU-CENTRAL,v2.1,865c1365,MSG582946442
DOGEUSDT_00001216,2026-01-02 14:53:00.132187,0.133672,0.013284,BUY,wallet_DOG0048,,BINANCE,MARKET,0.001116,SETTLED,VC578,c9cf51bb9316,442,APAC-NORTH,v2.2,79f201fa,MSG315723953
DOGEUSDT_00000248,2026-01-02 15:02:19.904058,0.134446,0.320121,BUY,wallet_DOG0019,,BINANCE,STOP_LIMIT,0.001096,SETTLED,VC780,b5fec1ec873a,94,EU-CENTRAL,v2.3,82e3b5a2,MSG584257521
DOGEUSDT_00000663,2026-01-02 15:07:35.256522,0.134546,0.455293,SELL,wallet_DOG0083,,BINANCE,LIMIT,0.00128,SETTLED,VC409,ff2e7afa704a,14,US-EAST,v2.2,e32ffabe,MSG464880155
DOGEUSDT_00000227,2026-01-02 15:10:23.386029,0.134209,0.238371,BUY,wallet_DOG0067,,BINANCE,MARKET,0.00082,SETTLED,VC964,2164b451df67,46,EU-CENTRAL,v2.3,9fb6986f,MSG660439785
DOGEUSDT_00001478,2026-01-02 15:36:12.163428,0.134587,0.716468,BUY,wallet_DOG0022,,BINANCE,MARKET,0.001263,SETTLED,VC282,c38bfaee2e4e,164,US-EAST,v2.3,9894ccb7,MSG588879699
DOGEUSDT_00000251,2026-01-02 15:37:14.112896,0.134567,0.519262,BUY,wallet_DOG0025,,BINANCE,MARKET,0.000934,SETTLED,VC713,cf9567fb3978,402,APAC-SOUTH,v2.3,f1a693b6,MSG769748025
DOGEUSDT_00000950,2026-01-02 15:41:33.832465,0.135318,0.11425,SELL,wallet_DOG0005,,BINANCE,MARKET,0.000627,SETTLED,VC975,c13456623ed5,55,APAC-NORTH,v2.3,5863e113,MSG846409362
DOGEUSDT_00000512,2026-01-02 15:58:01.076156,0.135232,0.412006,BUY,wallet_DOG0055,,BINANCE,LIMIT,0.001319,SETTLED,VC263,778b79de095e,442,EU-CENTRAL,v2.2,f5489df7,MSG939542784
DOGEUSDT_00000549,2026-01-02 16:08:33.943369,0.135329,0.969671,BUY,wallet_DOG0044,,BINANCE,LIMIT,0.000787,SETTLED,VC478,770e82ef63ea,274,US-EAST,v2.2,1b87a2b3,MSG977093690
DOGEUSDT_00001068,2026-01-02 16:26:42.734694,0.136541,0.146869,BUY,wallet_DOG0019,,BINANCE,LIMIT,0.000539,SETTLED,VC339,36e61e0a3189,464,US-WEST,v2.1,051a9e3f,MSG924901524
DOGEUSDT_00001314,2026-01-02 16:28:49.157138,0.136884,0.057163,SELL,wallet_DOG0078,,BINANCE,MARKET,0.001234,SETTLED,VC189,9a86bfcfc081,199,EU-CENTRAL,v2.2,6823a973,MSG149738821
DOGEUSDT_00000986,2026-01-02 16:31:38.819460,0.137513,0.385363,SELL,wallet_DOG0017,,BINANCE,MARKET,0.000901,SETTLED,VC611,efdfe4eeb75e,384,US-EAST,v2.2,8af1ac9d,MSG867349856
DOGEUSDT_00001395,2026-01-02 17:09:59.266629,0.13823,0.1358,BUY,wallet_DOG0021,,BINANCE,STOP_LIMIT,0.000668,SETTLED,VC882,c234a5a4b6d6,379,US-WEST,v2.2,93457e24,MSG923523676
DOGEUSDT_00000417,2026-01-02 17:12:31.616235,0.139037,0.819117,BUY,wallet_DOG0018,,BINANCE,MARKET,0.001133,SETTLED,VC598,1407f87932d2,271,EU-CENTRAL,v2.2,fe7fb12c,MSG783931532
DOGEUSDT_00000808,2026-01-02 17:45:31.256272,0.139749,0.036735,BUY,wallet_DOG0095,,BINANCE,LIMIT,0.001342,SETTLED,VC962,3507ed753228,299,US-EAST,v2.2,64518bd4,MSG753315710
DOGEUSDT_00001751,2026-01-02 18:08:11.055316,0.138939,0.622843,SELL,wallet_DOG0030,,BINANCE,STOP_LIMIT,0.000622,SETTLED,VC772,1346aaeddc6c,337,APAC-NORTH,v2.2,9d4311fe,MSG951703775
DOGEUSDT_00001476,2026-01-02 18:21:11.427579,0.139621,0.03906,BUY,wallet_DOG0074,,BINANCE,MARKET,0.001411,SETTLED,VC330,591cb9b20966,12,US-WEST,v2.2,1e909837,MSG385290760
DOGEUSDT_00000777,2026-01-02 18:36:49.394523,0.138646,0.158297,SELL,wallet_DOG0098,,BINANCE,MARKET,0.000604,SETTLED,VC630,9ce41b3c73c0,268,APAC-NORTH,v3.0,9ff38928,MSG969761720
DOGEUSDT_00001564,2026-01-02 18:57:00.986926,0.138414,0.415922,BUY,wallet_DOG0053,,BINANCE,MARKET,0.001172,SETTLED,VC965,6927f3252e08,421,APAC-SOUTH,v2.2,49ff154d,MSG452993444
DOGEUSDT_00001294,2026-01-02 19:00:25.124158,0.138441,3.621532,SELL,wallet_DOG0004,,BINANCE,MARKET,0.000555,SETTLED,VC304,7cd4fb0797fc,246,US-EAST,v3.0,51902aeb,MSG276191771
DOGEUSDT_00000819,2026-01-02 19:27:19.815526,0.138975,0.431993,SELL,wallet_DOG0030,,BINANCE,MARKET,0.001052,SETTLED,VC786,af5f9da2d605,74,US-EAST,v2.3,f1262834,MSG550519590
DOGEUSDT_00000901,2026-01-02 19:37:55.523235,0.139073,0.189855,SELL,wallet_DOG0055,,BINANCE,MARKET,0.001388,SETTLED,VC356,af76e0ff6853,60,APAC-NORTH,v2.3,3e500f71,MSG779792976
DOGEUSDT_00001337,2026-01-02 19:51:55.496476,0.139178,2.467242,SELL,wallet_DOG0029,,BINANCE,MARKET,0.000937,SETTLED,VC831,a3aba17f472a,352,EU-CENTRAL,v3.0,6907d0bb,MSG646189810
DOGEUSDT_00000666,2026-01-02 21:31:33.487834,0.140467,0.32709,SELL,wallet_DOG0098,,BINANCE,MARKET,0.00056,SETTLED,VC752,dfc97f2ef319,351,APAC-NORTH,v3.0,42b1325b,MSG892839958
DOGEUSDT_00000002,2026-01-02 22:05:05.243814,0.142574,0.059494,SELL,wallet_DOG0071,,BINANCE,LIMIT,0.000614,SETTLED,VC169,41fc31406893,449,US-WEST,v3.0,f669a9cc,MSG559440387
DOGEUSDT_00000733,2026-01-02 22:05:22.752858,0.142603,0.560986,BUY,wallet_DOG0060,,BINANCE,MARKET,0.000989,SETTLED,VC102,4f175e357ef5,118,EU-CENTRAL,v2.3,8bb0f166,MSG369092199
DOGEUSDT_00000774,2026-01-02 22:08:13.404196,0.14314,0.526767,BUY,wallet_DOG0032,,BINANCE,STOP_LIMIT,0.001481,SETTLED,VC227,242caae01116,297,APAC-NORTH,v3.0,853194f1,MSG881770974
DOGEUSDT_00000078,2026-01-02 22:16:56.297877,0.143337,0.060289,SELL,wallet_DOG0050,,BINANCE,STOP_LIMIT,0.001015,SETTLED,VC575,dbfa4a611fed,92,APAC-NORTH,v2.3,626dfdf8,MSG777373208
DOGEUSDT_00001123,2026-01-02 22:30:48.409425,0.143293,0.236905,SELL,wallet_DOG0054,,BINANCE,LIMIT,0.001468,SETTLED,VC121,ebce47d4778b,170,EU-CENTRAL,v3.0,c1d2c015,MSG941810646
DOGEUSDT_00001739,2026-01-02 23:09:23.802084,0.14309,0.06346,BUY,wallet_DOG0030,,BINANCE,STOP_LIMIT,0.00091,SETTLED,VC233,583b32c1e96c,402,US-WEST,v3.0,6fab045e,MSG489482530
DOGEUSDT_00001669,2026-01-02 23:09:49.520685,0.143107,0.045805,BUY,wallet_DOG0080,,BINANCE,MARKET,0.000958,SETTLED,VC959,d566bf11bae2,98,APAC-SOUTH,v2.2,bb5ecad9,MSG641069611
DOGEUSDT_00001636,2026-01-02 23:41:21.735499,0.142147,0.019493,SELL,wallet_DOG0059,,BINANCE,MARKET,0.000524,SETTLED,VC385,455b210c9d3f,301,US-WEST,v2.3,5dbd5d69,MSG376639292
DOGEUSDT_00000385,2026-01-02 23:42:45.512559,0.142148,2.279367,BUY,wallet_DOG0028,,BINANCE,LIMIT,0.000791,SETTLED,VC160,8af58a4b33e0,240,US-EAST,v2.3,4b013a63,MSG802322694
DOGEUSDT_00000804,2026-01-03 02:01:51.736947,0.1414,1.667412,BUY,wallet_DOG0071,,BINANCE,MARKET,0.000808,SETTLED,VC442,086c1a90c933,96,US-WEST,v2.3,06e892b5,MSG557166846
DOGEUSDT_00001291,2026-01-03 02:05:52.100201,0.141405,0.303915,SELL,wallet_DOG0001,,BINANCE,MARKET,0.001075,SETTLED,VC987,eefad2bab7ef,360,EU-CENTRAL,v3.0,0f3d7e79,MSG444418075
DOGEUSDT_00001384,2026-01-03 02:08:48.398807,0.141404,4.183714,SELL,wallet_DOG0030,,BINANCE,MARKET,0.001135,SETTLED,VC840,c5fb6e2d4f25,301,APAC-SOUTH,v2.2,cd9eaa6b,MSG597546361
DOGEUSDT_00000703,2026-01-03 06:25:34.797615,0.143267,0.181941,SELL,wallet_DOG0016,,BINANCE,LIMIT,0.000734,SETTLED,VC160,1baaaa617a9e,32,EU-CENTRAL,v2.3,0ebc87a8,MSG103788581
DOGEUSDT_00001540,2026-01-03 06:39:05.724634,0.142844,3.993515,SELL,wallet_DOG0058,,BINANCE,MARKET,0.000653,SETTLED,VC875,ba7dd22a155c,86,US-WEST,v2.3,07ca0e6f,MSG405173420
DOGEUSDT_00000701,2026-01-03 07:19:58.675367,0.140589,0.294711,SELL,wallet_DOG0065,,BINANCE,MARKET,0.001043,SETTLED,VC200,179e0b5f7cc8,309,US-WEST,v2.1,ca602884,MSG428037612
DOGEUSDT_00000597,2026-01-03 07:31:40.646422,0.139821,0.027279,BUY,wallet_DOG0035,,BINANCE,LIMIT,0.001028,SETTLED,VC851,4bbd4ee93d2e,28,APAC-SOUTH,v2.1,a4f6cb0a,MSG628985923
DOGEUSDT_00000425,2026-01-03 07:55:10.224722,0.139908,0.244358,SELL,wallet_DOG0072,,BINANCE,LIMIT,0.000758,SETTLED,VC314,345086c4e07a,276,EU-CENTRAL,v2.3,9a4069a9,MSG171496676
DOGEUSDT_00000092,2026-01-03 08:17:09.585658,0.140363,0.03152,BUY,wallet_DOG0049,,BINANCE,LIMIT,0.001,SETTLED,VC275,5ef95aadf200,455,US-EAST,v3.0,e2a0cb06,MSG485377679
DOGEUSDT_00001580,2026-01-03 08:21:08.709322,0.140329,0.751343,SELL,wallet_DOG0024,,BINANCE,MARKET,0.001286,SETTLED,VC515,47023d7b3eaf,209,US-EAST,v2.3,4612cd20,MSG579558146
DOGEUSDT_00000181,2026-01-03 09:24:05.013289,0.140934,0.47777,SELL,wallet_DOG0027,,BINANCE,MARKET,0.001491,SETTLED,VC803,0b62f4bdecb7,252,US-WEST,v2.2,c924556f,MSG504102304
DOGEUSDT_00000523,2026-01-03 10:59:04.108156,0.142689,0.268054,SELL,wallet_DOG0018,,BINANCE,MARKET,0.001366,SETTLED,VC977,bdabd5a1a255,273,EU-CENTRAL,v2.3,c1360ec0,MSG363708631
DOGEUSDT_00001092,2026-01-03 11:26:50.203495,0.142416,0.856379,BUY,wallet_DOG0020,,BINANCE,MARKET,0.000825,SETTLED,VC377,bec0af208cf3,388,US-EAST,v2.2,e5f64449,MSG452687933
DOGEUSDT_00001436,2026-01-03 13:35:05.334454,0.143054,0.124368,BUY,wallet_DOG0073,,BINANCE,MARKET,0.001009,SETTLED,VC853,ee179311f92f,135,APAC-NORTH,v2.3,f4d92a6b,MSG468283538
DOGEUSDT_00001203,2026-01-03 13:40:04.438387,0.143021,0.154244,SELL,wallet_DOG0076,,BINANCE,MARKET,0.000717,SETTLED,VC861,e58cc15ea090,155,US-WEST,v2.2,77087fba,MSG419514982
DOGEUSDT_00001588,2026-01-03 13:42:12.032907,0.142805,0.279535,SELL,wallet_DOG0066,,BINANCE,LIMIT,0.000716,SETTLED,VC864,c80b84c166bd,323,APAC-SOUTH,v2.3,91097c1d,MSG348237538
DOGEUSDT_00001295,2026-01-03 15:24:42.165119,0.142518,1.445122,BUY,wallet_DOG0016,,BINANCE,MARKET,0.000965,SETTLED,VC721,b89810fd3f5c,215,EU-CENTRAL,v2.2,582dceec,MSG702697383
DOGEUSDT_00000883,2026-01-03 17:51:53.482095,0.141524,0.53601,BUY,wallet_DOG0004,,BINANCE,MARKET,0.00138,SETTLED,VC743,e2126733880e,182,APAC-SOUTH,v2.3,533d3f94,MSG271969552
DOGEUSDT_00000324,2026-01-03 21:28:30.927981,0.142509,0.195683,BUY,wallet_DOG0077,,BINANCE,MARKET,0.000999,SETTLED,VC546,d5253377114c,200,APAC-NORTH,v2.2,de9f5663,MSG975333313
DOGEUSDT_00001704,2026-01-03 21:33:57.932643,0.14267,0.309547,SELL,wallet_DOG0055,,BINANCE,STOP_LIMIT,0.000794,SETTLED,VC521,a530575a5fee,372,APAC-SOUTH,v2.2,d868ba46,MSG721725239
DOGEUSDT_00000187,2026-01-03 23:03:22.488821,0.142981,1.713571,SELL,wallet_DOG0070,,BINANCE,MARKET,0.001384,SETTLED,VC900,f6fd11adfdc4,412,APAC-SOUTH,v3.0,bb7df672,MSG686516136
DOGEUSDT_00001635,2026-01-03 23:26:33.575367,0.143407,0.038071,SELL,wallet_DOG0049,,BINANCE,LIMIT,0.001134,SETTLED,VC434,9aad7f4ac08c,180,US-EAST,v2.2,6af86269,MSG546051198
DOGEUSDT_00001063,2026-01-03 23:27:56.246558,0.143364,0.353715,SELL,wallet_DOG0091,,BINANCE,MARKET,0.000882,SETTLED,VC993,ad52e2673a0b,78,APAC-NORTH,v2.1,743861e4,MSG284179834
DOGEUSDT_00001154,2026-01-04 00:01:00.810382,0.14295,0.215763,BUY,wallet_DOG0063,,BINANCE,MARKET,0.000995,SETTLED,VC950,52ad61a8297b,425,US-EAST,v3.0,ea023ec9,MSG268336653
DOGEUSDT_00001599,2026-01-04 00:07:00.452740,0.143852,0.279951,BUY,wallet_DOG0044,,BINANCE,MARKET,0.000845,SETTLED,VC318,f08959696fc5,413,US-EAST,v2.2,75abea79,MSG291761541
DOGEUSDT_00000963,2026-01-04 00:15:44.696824,0.144662,0.223562,SELL,wallet_DOG0090,,BINANCE,MARKET,0.000962,SETTLED,VC433,8ae1d176aef6,215,APAC-NORTH,v2.2,20c7a7a0,MSG439709987
DOGEUSDT_00001806,2026-01-04 00:17:59.583437,0.144769,1.630477,SELL,wallet_DOG0033,,BINANCE,LIMIT,0.00095,SETTLED,VC760,8fbe1d569188,459,APAC-NORTH,v3.0,92ecb5f3,MSG793272375
DOGEUSDT_00000143,2026-01-04 00:21:35.546062,0.144253,0.46868,SELL,wallet_DOG0081,,BINANCE,MARKET,0.001372,SETTLED,VC201,d1fcc39cc779,314,EU-CENTRAL,v2.3,69709eef,MSG556797321
DOGEUSDT_00000223,2026-01-04 00:34:34.455385,0.146407,0.171472,BUY,wallet_DOG0056,,BINANCE,LIMIT,0.001195,SETTLED,VC479,3cb6df8c2ab9,420,APAC-NORTH,v2.3,4f696377,MSG764619782
DOGEUSDT_00001141,2026-01-04 00:34:35.944336,0.146317,1.020129,BUY,wallet_DOG0005,,BINANCE,MARKET,0.001464,SETTLED,VC566,8b6f3b45a10b,430,US-EAST,v2.2,58af81ea,MSG254705300
DOGEUSDT_00001432,2026-01-04 00:53:37.678961,0.146503,0.689911,BUY,wallet_DOG0052,,BINANCE,MARKET,0.001231,SETTLED,VC965,862f8ee95555,408,EU-CENTRAL,v2.3,e0c16205,MSG299378417
